p:batch_size,p:eps,p:norm,objective,job_id,m:timestamp_submit,m:timestamp_gather
4,0.49956241868483825,inf,-0.1392,56,163.35417199134827,168.09396886825562
2,0.49829212725399535,inf,-0.1394,55,162.22634291648865,170.39560985565186
4,0.4990763969550701,inf,-0.1391,58,170.5808608531952,175.41509103775024
2,0.49986084115921464,inf,-0.139,57,168.26607489585876,176.6913709640503
32,0.4988232518800396,inf,-0.1395,59,175.58341097831726,179.07262587547302
32,0.4997880796846103,inf,-0.1392,60,177.0417459011078,180.73055601119995
8,0.4989147237187675,inf,-0.1393,61,179.32571387290955,182.59209609031677
4,0.4997983510779948,inf,-0.1391,62,180.90481114387512,185.77753400802612
64,0.4994117839509514,inf,-0.1392,63,182.763769865036,185.94628882408142
32,0.49918052690690345,inf,-0.1392,64,185.9457631111145,189.33459210395813
32,0.4994523313701286,inf,-0.1392,65,186.1007571220398,189.50884294509888
8,0.49917974587225084,inf,-0.1392,67,189.67354083061218,192.83171677589417
16,0.49952097283733,inf,-0.1392,66,189.5081911087036,193.36725091934204
64,0.49891780614097914,inf,-0.1394,69,193.54384994506836,196.65583276748657
4,0.49900094924567495,inf,-0.1392,68,193.13356709480286,197.8703989982605
16,0.4982606248403543,inf,-0.1396,70,196.82455492019653,200.77176094055176
16,0.4999097394378129,inf,-0.1391,71,198.04154086112976,202.30671000480652
8,0.4990309048023435,inf,-0.1391,72,200.95594692230225,204.28978490829468
32,0.4999518742857373,inf,-0.1391,73,202.48400592803955,206.06707191467285
32,0.4989449694984115,inf,-0.1394,74,204.4632019996643,207.8329780101776
16,0.49900751724462394,inf,-0.1392,76,208.00317287445068,212.05094504356384
2,0.4999125627906699,inf,-0.139,75,206.24181604385376,215.07837796211243
4,0.49908445567514914,inf,-0.1391,77,212.3730628490448,217.81487488746643
32,0.49921965761704457,inf,-0.1392,78,215.26364493370056,218.67222619056702
2,0.49934222167687725,inf,-0.1392,79,217.99013304710388,225.87755799293518
2,0.49943237144490754,inf,-0.1392,80,218.8454988002777,226.82654190063477
32,0.49904841179173354,inf,-0.1391,82,226.9933362007141,230.25566005706787
2,0.49905427057098667,inf,-0.1391,81,226.0529339313507,234.13647294044495
4,0.4996753444376965,inf,-0.1391,83,230.42074394226074,235.15289187431335
64,0.49929604890640655,inf,-0.1392,85,235.32339310646057,238.43984580039978
8,0.4991577514541768,inf,-0.1392,86,238.77850604057312,241.90745306015015
2,0.4995530063373855,inf,-0.1392,84,234.3062779903412,242.47443199157715
8,0.4996023928020064,inf,-0.1392,88,242.64183712005615,245.97386288642883
8,0.4997999329780549,inf,-0.1391,89,246.1506519317627,249.33103704452515
2,0.49980039681594496,inf,-0.1391,87,242.07758283615112,250.49212002754211
32,0.4992362963150674,inf,-0.1393,91,250.66167187690735,254.02510118484497
4,0.4997660796356111,inf,-0.1391,90,249.50442504882812,254.23697209358215
8,0.49998342107179355,inf,-0.139,92,254.19591403007507,257.24344086647034
4,0.4995975068439405,2,-0.9338,93,254.40171694755554,259.3620228767395
8,0.49982273291607976,inf,-0.139,94,257.5256698131561,260.89688301086426
32,0.4990157029603353,inf,-0.1392,95,259.53721499443054,262.9801459312439
4,0.4995562697005948,inf,-0.1392,96,261.06977891921997,265.96906304359436
64,0.49902365153901246,inf,-0.1392,97,263.15341901779175,266.3156769275665
4,0.49858719336960944,inf,-0.1396,99,266.4857289791107,273.48963499069214
2,0.4994220233134792,inf,-0.1392,98,266.1418249607086,276.4306960105896
